	TEXT	LABEL
248	"The role of T cells in eradicating leukemic cells has been well demonstrated for chronic myeloid leukemia ( CML ) .
Type 1 ( T1 ) T-cell cytokines play a major role in this antileukemic immune effect .
Studies in cancer patients have demonstrated a decreased T1 cytokine production , measured by enzyme-linked immunosorbent assay ( ELISA ) , in cultures of peripheral blood mononuclear cells .
This observation of malignancy-related suppressed T1 cytokines also occurs in untreated chronic-phase ( CP ) CML , raising the question of the influence of different CML treatment regimens on this immunosuppression .
Intracellular flow cytometry ( ICF ) has facilitated the evaluation of cytokines on a single-cell level .
This study analyzed T1 ( interferon-gamma ) cytokine production in purified peripheral blood T cells by ICF , comparing different therapy approaches for CML .
Twenty-one newly diagnosed CP CML patients were compared with 24 patients treated with interferon-alpha ( IFN-alpha ) and to 30 allogeneic bone marrow transplant ( BMT ) recipients ( BCR-ABL negative by reverse-transcriptase polymerase chain reaction , and free of , or having only limited graft-versus-host disease at the time of study ) .
Thirty-seven healthy controls were included .
Our results showed a significantly decreased T-cell IFN-gamma synthesis in CP CML patients in relation to healthy controls ( P = 0.0007 ) .
Treatment with IFN-alpha resulted in a shift from immunosuppression--documented for the group of untreated patients--to immunopotentiation , with an increase of T-cell IFN-gamma production ( P = 0.0266 ) .
Notably , BMT enhanced IFN-gamma production of T cells to a level not only exceeding untreated patients ( P < 0.0001 ) but also healthy volunteers ( P < 0.0001 ) .
The observation of T1 cytokine up-regulation with IFN-alpha therapy indicates that enhanced T-cell function may be achievable in patients with CML , even in the absence of an allo-response .
"	34
249	"Modulation of the balance between pro- and antiangiogenic factors holds great promise for the treatment of a broad spectrum of human disease ranging from ischemic heart disease to cancer .
This requires both the identification of angiogenic regulators and their efficient delivery to target organs .
Here , we demonstrate the use of a noncatalytic fragment of matrix metalloproteinase 2 ( termed PEX ) delivered by lentiviral vectors in different angiogenesis models .
Transduction of human endothelial cells with PEX virus suppressed endothelial invasion and formation of capillary-like structures without affecting chemotaxis in vitro .
Lentiviral delivery of PEX blocked basic fibroblast growth factor-induced matrix metalloproteinase 2 activation and angiogenesis on chicken chorioallantoic membranes .
PEX expression also inhibited tumor-induced angiogenesis and tumor growth in a nude mouse model .
Thus , our study shows that lentiviral vectors can deliver sufficient quantities of antiangiogenic substances to achieve therapeutic effects in vivo .
"	12
250	"ZBP-89 ( ZNF148 ) is a Zinc finger Binding Protein of 89 kDa that binds GC-rich DNA elements .
Originally , it was expression cloned using a DNA element mediating EGF regulation of the gastrin promoter .
ZBP-89 functions as both a transcriptional activator and repressor .
A variety of extracellular regulators including TGFbeta , retinoic acid and butyrate stimulate ZBP-89 gene expression .
Butyrate activation of p21WAF1 is potentiated by ZBP-89 through the recruitment of the co-activator p300 , while chronic stimulation by butyrate increases ZBP-89 gene expression correlating with cell differentiation .
ZBP-89 stimulates growth arrest and apoptosis through its ability to bind the p21WAF1 promoter or its ability to form protein-protein interactions with p53 .
ZBP-89 protein is elevated in a variety of gastrointestinal cancers as well as the pancreas .
In particular , ZBP-89 is normally expressed in pancreatic islets and ducts and in about 30% of pancreatic adenocarcinomas .
"	32
251	"The purpose of this study was to use the proteomics approach , which is based on high resolution two-dimensional electrophoresis coupled with multivariate correspondence analysis and mass spectrometry , to classify objectively the biochemical basis of the anti-cancer activity of the synthetic cyclin-dependent kinase inhibitor , bohemine ( BOH ) .
The changes in the cell cycle and corresponding protein composition of the A549 human lung adenocarcinoma cell line after treatment with BOH were evaluated and proteins differentially expressed in the BOH treated A549 cells , compared to the untreated A549 counterparts , were selected .
Thirteen of these candidate proteins associated with the drug effects in vitro were identified by mass spectrometry .
Many of these proteins fall into one of three functional categories : i ) metabolic pathways ( glycolysis , nucleic acid synthesis and NADPH production ) , ii ) stress response and protein folding , and iii ) cytoskeleton and exocytosis .
Changes in protein expression patterns corresponded to a higher resistance of A549 lung carcinoma cells to BOH when compared to the CEM leukaemia cell line .
These protein changes reflect a fine balance of the resistant versus the susceptible phenotype in response to the drug .
Since BOH is a selective cyclin-dependent kinase inhibitor , changes in the protein expression pattern can be more generally associated with cell cycle regulation as evidenced by inhibition of cell cycling in A549 cells .
Our conclusions further underline the importance of cell cycle control in both the cellular signalling and metabolic pathways .
"	9
252	"To investigate the significance of sialylation and sulfation of lactosylceramide in transformed cells , we established ganglioside GM3- and lactosylsulfatide ( SM3)-reconstituted cells by transfecting cDNAs of GM3 synthase and cerebroside sulfotransferase into the J5 subclone of 3LL Lewis lung carcinoma cells .
The J5 clone was selected for the transfection of these genes because it lacks GM3 and SM3 but accumulates lactosylceramide .
The anchorage-dependent growth of both GM3- and SM3-reconstituted cells was similar .
However , anchorage-independent growth ( as measured by colony-forming ability in soft agar ) of the SM3- reconstituted cells was almost completely lost , which supports our previous observation showing the suppression of tumorigenic potential in vivo and beta1 integrin gene expression induced by the introduction of cerebroside sulfotransferase gene ( Kabayama et al. [ 2001 ] J. Biol .
Chem. , 276 , 26777-26783 ) .
The GM3-reconstituted cells formed a significantly higher number of colonies in soft agar compared to mock-transfected cells and began to proliferate and become resistant to apoptosis when serum was depleted , indicating that endogenous GM3 is essential for maintaining these fundamental properties of malignant cells .
We also found that serum-induced ERK1/2 activation was suppressed in the GM3-reconstituted cells , suggesting that anchorage-independent cell cycle initiation by endogenous GM3 is elicited through pathway(s) independent of ERK1/2 activation .
The selective down-regulation of platelet-derived growth factor ( PDGF)-dependent ERK1/2 activation in the GM3-reconstituted cells was due to the substantial decreases of PDGF alpha receptor mRNA and protein , but in the SM3-reconstituted cells PDGF alpha receptor expression was similar to mock cells .
Thus , endogenously produced GM3 and SM3 differentially and distinctly regulate tumor-progression ability , that is , GM3 leads the transformed phenotype of J5 cells to promotion and SM3 to abrogation .
"	35
253	"The anti-breast cancer drug tamoxifen has recently been shown to cause an increase in intracellular free-Ca(2+) concentrations ( [ Ca(2+)](i) ) in renal tubular cells , breast cells and bladder cells .
Because tamoxifen is known to alter ovary function in human patients and in rats , the present study was aimed at exploring whether tamoxifen could alter Ca(2+) movement in Chinese hamster ovary ( CHO-K1 ) cells .
Cytosolic free-Ca(2+) levels in populations of cells have been explored by using fura-2 as a fluorescent Ca(2+) indicator .
Tamoxifen at concentrations above 1 micro M increased [ Ca(2+)](i) in a concentration-dependent manner with an EC(50) value of 8 micro M. The Ca(2+) signal was reduced by removing extracellular Ca(2+) , but was not affected by nifedipine , verapamil , diltiazem or ICI 182,780 ( an estrogen receptor antagonist ) .
Pretreatment with 1 micro M thapsigargin ( an endoplasmic reticulum Ca(2+) pump inhibitor ) to deplete the endoplasmic reticulum Ca(2+) abolished 10 micro M tamoxifen-induced Ca(2+) release .
Neither inhibition of phospholipase C with 2 micro M U73122 nor depletion of ryanodine-sensitive Ca(2+) stores with 50 micro M ryanodine affected tamoxifen-induced Ca(2+) release .
Cell proliferation assays using ELISA revealed that overnight incubation with 5-10 micro M tamoxifen inhibited cell proliferation by 20% , and 20 micro M tamoxifen killed all cells .
Together , the results suggest that , in CHO-K1 cells , tamoxifen induced a [ Ca(2+)](i) increase by causing store-Ca(2+) release from the endoplasmic reticulum in an phospholipase C-independent manner , and by inducing Ca(2+) influx .
The action of tamoxifen appears to be dissociated from estrogen receptor activation .
Longer incubation with tamoxifen ( >5 micro M ) was cytotoxic .
"	1
254	"The identification of molecular markers related to critical biological processes during carcinogenesis may aid in the evaluation of carcinogenic potentials of chemicals and chemical mixtures .
Work from our laboratory demonstrated that a single treatment with N-methyl-N'-nitro-N-nitrosoguanidine ( MNNG ) enhanced spontaneous malignant transformation of the human keratinocyte cell line RHEK-1 .
In contrast , chronic low-level exposure of cells to arsenic alone or in a mixture containing arsenic , cadmium , chromium , and lead inhibited malignant conversion .
To identify changes in gene expression that influence these different outcomes , cDNA microarray technology was used .
Analysis of multiple human arrays in MNNG-transformed RHEK-1 cells , designated OM3 , and those treated with arsenic or the arsenic-containing metal mixture showed unique patterns of gene expression .
Genes that were overexpressed in OM3 included oncogenes , cell cycle regulators , and those involved in signal transduction , whereas genes for DNA repair enzymes and inhibitors of transformation and metastasis were suppressed .
In arsenic-treated cells , multiple DNA repair proteins were overexpressed .
Mixture-treated cells showed increased expression of a variety of genes including metallothioneins and integrin 4 .
These cells showed decreased expression of oncogenes , DNA repair proteins , and genes involved in the mitogen-activated protein kinase pathway .
For comparison we are currently analyzing gene expression changes in RHEK-1 cells transformed by other means .
The goal of these studies is to identify common batteries of genes affected by chemical modulators of the carcinogenic process .
Mechanistic studies may allow us to correlate alterations in their expression with sequential stages in the carcinogenic process and may aid in the risk assessment of other xenobiotics .
"	22
255	"Malignant gliomas are the most common primary brain tumors in humans .
However , poor response to conventional therapeutic approaches , including chemotherapy , leads invariably to disease recurrence and progression .
The organo-tin derivative triethyltin(IV)lupinylsulfide hydrochloride ( IST-FS 29 ) was identified and developed as potential antiproliferative agent in human cancer cell lines .
However , for its peculiar chemical structure and good lipophilicity , this compound also appeared an eligible candidate for the treatment of gliobastoma cells .
The present experiments were designed to explore the in vitro effects of IST-FS 29 on four human glioblastoma cell lines : A-172 , DBTRG.05MG , U-87MG and CAS-1 .
The average IC50 values were obtained by MTT assay and ranged between 3 and 10 microM .
Time-course assays with cell recovery after drug withdrawal , demonstrated marked cytotoxicity following exposure to IST-FS 29 for 8 , 24 and 72 h .
Cultures treated for 8 h were able to partially re-grow by 144 h ; on the contrary , longer times of exposure did not allow surviving cells to recover from the damage and actively proliferate .
Cell morphology of cultures exposed to IST-FS 29 was assessed by inverted light microscopy after 24 and 72 h and was more consistent with cell death by necrosis which included cell size reduction , vacuolation of cytoplasm , round dying cells .
The present results and our previous data , in vitro and in vivo , indicate the relevant cytotoxic activity of this organo-tin compound and suggest that IST-FS 29 might be a promising novel agent to be developed for the treatment of malignant brain neoplasms .
"	32
256	"Purpose of this work was to synthesize several cis-/trans- isomer pairs of the platinum(II) complexes , and study the extent and the mode of their antiproliferative activity on HeLa cells .
Six platinum(II) isomer pairs have a general formula cis-/trans-[PtA2X2] , where A is ligand : ammonia ( NH3 ) , pyridine ( Py ) ; and X is ligand : chloride ion ( Cl- ) , bromide ion ( Br- ) , iodide ion ( I- ) , thiocyanato ion ( SCN- ) ; four compounds have different structural formulas , and these are cis-/trans-[Pt(NH2OH)2(NH3)2]Cl2 , and cis-/trans-Pt(Gly)2 , where Gly is bidentate glycinato ligand .
Results of the MTT assay , showed that six cis- and one trans-platinum(II) complexes exhibited cytotoxicity ( IC50 ) ranging between 5 and 33 microM .
Most of the cis-platinum(II) isomers caused significant alteration of cell cycle phases progression , and induced apoptosis in degree that varied among different compounds , as evaluated using flowcytometry and morphological study .
Spectrophotometric analysis ( AAS ) indicated that there is no correlation between intracellular platinum(II) accumulation and cytotoxicity of tested complexes .
"	9
257	"The effects of deoxycholic acid ( DCA ) and ursodeoxycholic acid ( UDCA ) on 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine ( PhIP)-induced aberrant crypt foci ( ACF ) in the rat colon were examined .
The effect of these bile acids on DNA adduct formation by PhIP in the colon was then analyzed , since the main action of PhIP is the formation of DNA adducts and subsequent gene mutations .
For the ACF study , male F344 rats were administered PhIP-HCl ( 75 mg/kg , 10 doses ) by gavage , and a diet containing bile acid ( 0.4% DCA or UDCA ) was provided from 3 days before the first dose of PhIP for 8 weeks .
The mean number of ACF per colon of DCA , UDCA and controls were 9.9 , 2.4 and 5.5 , respectively .
The ACF number was significantly increased by DCA and decreased by UDCA ( P<0.001 ) .
To examine the effect of bile acids on DNA adduct formation , male F344 rats were fed a diet supplemented with bile acids ( 0.1 or 0.4% of DCA and UDCA ) 7 days prior to the PhIP administration .
All rats were administered a single dose of PhIP-HCl ( 50 mg/kg ) by gavage and sacrificed 48 hours later .
DNA adduct levels of the 0.1% UDCA , 0.1% DCA and controls were 2.93 ( adducts/10(7) nucleotides ) , 2.65 and 1.10 , respectively .
Those of 0.4% UDCA , 0.4% DCA and controls were 1.64 , 1.30 and 1.00 , respectively .
The PhIP-DNA adduct level was significantly increased by administration of 0.1% UDCA , 0.1% DCA ( P<0.05 ) and 0.4% UDCA ( P<0.01 ) .
The increasing effect of both DCA and UDCA on PhIP-induced DNA adduct formation was unexpected , and was not directly associated with ACF formation .
"	6
258	"Previously we have found deregulation of collagen metabolism in human pancreatitis and pancreatic cancer tissues .
Insulin-like growth factor-I ( IGF-I ) is known to stimulate collagen biosynthesis through interaction with IGF-I receptor .
IGF-I binding proteins ( BPs ) regulate the activity of IGF-I .
We investigated whether serum and tissue IGF-I and IGF-BPs as well as tissue IGF-I receptor expression may reflect disturbances of collagen metabolism in patients with pancreatitis and pancreatic cancer .
In pancreatitis tissue , a significant increase in IGF-I and IGFBP-3 content was accompanied by a distinct increase in IGF-I receptor expression , compared to control pancreas tissue .
In contrast , serum from patients with pancreatitis did not show significant increases in IGF-I and IGFBP-3 levels , however , significant increases in IGFBP-1 level ( 2.5 fold ) .
Moreover , a distinct decrease in radioactive IGF-binding to the BPs , compared to control serum , was found .
Pancreatic cancer tissue and serum of patients with pancreatic cancer showed significant increases in IGF-I , IGFBP-3 and IGFBP-1 content , accompanied by dramatic increases in IGF-I tissue receptor expression , compared to controls .
In serum of patients with pancreatic cancer distinct increases in radioactive IGF-binding to 46 kDa BP , compared to control serum , were observed .
The data suggest that disturbances in tissue collagen metabolism during pancreatic diseases may result from deregulation of IGF-I homeostasis and that elevated serum levels of IGF-I , IGFBP-3 and IGFBP-1 may serve as markers of pancreatic cancer .
"	1
259	"The epidemiologic association between asbestos exposure and human malignant mesothelioma is well established .
However , the molecular mechanisms linking asbestos exposure of humans and the subsequent mesothelioma formation is not well understood .
The most frequent genetic changes found so far in human malignant mesothelioma ( HMM ) are deletions and point mutations in the tumor suppressor genes p16INK4a and NF2 .
Whereas homozygous deletions appear to be the predominant mechanism leading to p16/CDKN2A inactivation , inactivating point mutations coupled with allelic loss mainly occur at the NF2 locus .
In the present study , asbestos-treated human mesothelial cells ( HMC ) , SV40-transformed human mesothelial cells ( MeT-5A ) and a human mesothelioma cell line ( COLO ) were investigated for genetic changes of cell cycle genes ( cyclin D1 , p16INK4a , RB1 , CDK2 ) using multicolor fluorescence in situ hybridization ( mFISH ) in interphase cells .
The results show that cyclin D1 is unaffected in all investigated cells .
The p16INK4a gene locus was shown to be mutated in COLO cells but not in HMC .
After labeling of CDK2 and RB1 , hemizygous loss of one allele of each gene was observed in asbestos-treated HMC whereas gene amplification of these genes was detectable in MeT-5A and COLO cells .
Our data indicate that disarrangement of the RB1 dependent pathway seems to be involved in mesothelioma formation .
"	1
260	"The early stages of head and neck cancer are presumed to require a senes of genetic alterations that are not represented by a distinct clinical phenotype .
Therefore , genes with altered expression in the preneoplasia may be useful for the early detection of this highly recurrent cancer .
In this study , we immortalized normal human oral keratinocytes ( NHOK ) by retroviral-mediated infection of HPV 16 transforming oncogenes , E6 and E7 ( HOK16E6E7 ) .
Using the Affymetrix gene chip ( U95Av2 ) , we identified 177 known genes and EST that were overexpressed at least 3-fold or above in the immortalized cells , while 133 were down-regulated compared to NHOK .
Northern blot analysis showed elevated levels of p55CDC in the immortalized cells , while NHOK showed high basal expression of small proline rich protein ( SPRR2 ) .
The altered expression of these genes maybe associated with cellular proliferation or differentiation and the early stages of oral carcinogenesis .
"	27
261	"BACKGROUND Angiogenesis is of crucial importance for tumor growth and development of metastases .
Vascular endothelial growth factor ( VEGF ) has a potent angiogenic activity and mutations of the p53 gene has been thought to upregulate VEGF .
The purpose of our study was to evaluate the prognostic significance of these tumor biomarkers for angiogenesis relative to the information derived from established clinicopathological parameters in gastric cancer .
METHODS In this study , we conducted an immunohistochemical investigation of VEGF and p53 expression in 145 tissue samples obtained from gastric cancer patients undergoing curative surgical treatment .
To evaluate angiogenesis , microvessel density ( MVD ) was counted by staining endothelial cells immunohistochemically using anti-CD34 monoclonal antibody .
RESULTS High MVD was significantly associated with depth of tumor invasion and distant metastasis ( p = 0.004 , 0.021 , respectively ) .
Moreover , overall survival for patients with high MVD were significantly lower than that of low MVD ( p = 0.048 ) .
Positive expression of VEGF correlated significantly with lymph node and distant metastasis ( p = 0.040 , 0.048 , respectively ) .
However , no significant correlation was found between p53 expression and various clinicopathological parameters .
VEGF positive tumors showed a higher MVD than VEGF negative tumors ( p = 0.028 ) .
The expression of p53 did not correlate with VEGF expression .
Also , the relationship between the status of p53 expression and MVD had not statistically significant differences .
In the multivariate analysis , status of VEGF , p53 expression and MVD were not an independent prognostic factor .
CONCLUSION VEGF seems to be an important , clinically relevant inducer of angiogenesis and angiogenesis assessed by the MVD may be a useful marker for predicting metastasis in gastric cancer .
However , further studies are warranted to clarify the impact of p53 on the angiogenesis and the prognostic significance of angiogenesis in gastric cancer .
"	20
262	"The cellular mechanisms of anti-androgen-induced tumor regression have not been investigated in great detail .
We have compared the induction of cell death in the androgen-dependent , non-invasive LNCaP prostate cancer cell line by Casodex and TNF-alpha .
Both agents induce a dose and time-dependent decrease in cell viability in vitro .
However , Casodex does not induce classical DNA fragmentation to oligonucleosomes typically induced by TNF-alpha , but rather induces cleavage to form intermediate 60 kb DNA fragments .
RT-PCR based analysis demonstrates that in LNCaP cells Casodex coordinately alters the expression of steady-state level of mRNAs of several matrix metalloproteases and their cognate inhibitors ( most notably MMP2 and TIMP1 ) .
Zymography and reverse zymography confirm that the ratio of metalloprotease(s) to inhibitor(s) is altered in favor of activation of the proteases .
In a small percentage of the treated LNCaP cells , the activation of the extracellular matrix ( ECM)-proteases by Casodex also induces an invasive phenotype .
The acquisition of an invasive phenotype is not seen when LNCaP cells are treated with TNF-alpha , and is not seen when the LNCaP cells are treated with both compounds simultaneously , suggesting that the phenomenon may be specific to particular classes of compounds .
These observations have significant implications in the treatment of prostate cancer , since the appearance of a more aggressive phenotype following treatment is clearly undesirable .
"	24
263	"To elucidate role of the three enzymes in hepatocarcinogenesis , hMTH1 , hOGG1 and hMYH , mRNA expression were examined by using RT/semi-quantitative real-time PCR and 8-O-HdG levels was studied by HPLC/ECD in HCC and non-tumorous liver tissue of 21 patients with hepatocellular carcinoma ( HCC ) .
It was found that the 8-OHdG level in non-tumourous liver tissue was significantly higher than in HCC tissue ( P = 0.006 ) , and this was correlated with the degree of inflammation .
The hMTH1 expression in HCC tissue was significantly higher than in non-tumorous liver tissue ( P = 0.014 ) .
Inversely , The hMYH alpha expression was significantly increased ( P = 0.039 ) in non-tumorous liver tissue .
No difference was seen in hOGG1 expression in non-tumorous liver and HCC tissue .
A significant linear correlation between hMTH1 and hOGG1 expression was found both in HCC tissue ( r = 0.809 , P < 0.001 ) and in non-tumorous liver tissue ( r = 0.883 , P < 0.001 ) .
Our findings suggested a reactive rather than pathogenic role of the DNA repair enzymes in the hepatocarcinogenesis .
"	3
264	"OBJECTIVE The aims of this study were to analyse the results and long term outcome in a prospective non randomised trial of 74 patients treated by laparoscopic colo-rectal resection for cancer , and to determine wether survival and recurrence are or are not compromised by an initial laparoscopic approach .
PATIENTS AND METHODS Seventy-four patients with colo-rectal carcinoma were included in a prospective trial and treated by laparoscopic resection .
All patients were reviewed at 1 , 3 , and 6 months interval .
A median of 5 years follow up was available .
Forty-eight patients ( 65% ) had more than 3 years of follow up .
RESULTS Six conversions ( 8.1% ) were necessary : 2 for tumor invasion of adjacent organs , 2 for limited margin resection in lower rectal tumors , 1 for small bowel injury and 1 for obesity .
After surgery , passing flatus occurred at 34.3 +/- 16.7 h and oral intake could be reinstaured at 42.6 +/- 22 h .
Mean postoperative stay was 8.2 +/- 3.4 days .
No death occurred .
The overall morbidity was about 13.5% .
The rate of late complications was 5.4% .
Two port site metastasis ( 2.6% ) were seen in locally advanced carcinoma .
Recurrence rate at 5 years was 0% for Dukes A , 20% for Dukes B , 39.2% for Dukes C. Survival rate at 5 years was 100% for Dukes A , 80% for Dukes B , and 60.7% for Dukes C. These results are similar to those of conventional open surgery .
CONCLUSION Laparoscopic colorectal resection for cancer can be performed safely , with a low morbidity and rare late complications .
Long term follow up ( 5 years ) assessment shows similar outcome compared with conventional surgery .
"	10
265	"Solar ultraviolet radiation is considered to be injurious rather than necessary for most organisms living on the earth .
It is reported that the risk of skin cancer in humans increases by the depletion of the ozone layer .
We have examined the genotoxicity of solar ultraviolet , especially the longer wavelength light , using Drosophila .
Recently , we have demonstrated that light of wavelength up to 340 nm is mutagenic on Drosophila larvae .
Using an excision repair-deficient Drosophila strain ( mus201 ) , we have obtained results suggesting that the lesion caused in larvae by the 320 nm-light irradiation may be similar to the damage induced by irradiation at 310 nm , and that light of 330 and 340 nm may induce damage different from that induced by 310 and 320 nm-light .
To examine the difference in DNA damage induced by light of a particular wavelength , we performed monochromatic irradiation on larvae of two Drosophila strains ; one excision repair-deficient ( mei-9 ) and another postreplication repair-deficient ( mei-41). 310 and 320 nm-light was more mutagenic in the mei-9 strain than in mei-41 , whereas 330 and 340 nm-light was more mutagenic in mei-41 than in mei-9 .
It is demonstrated that the mei-41 gene is a homologue of the human atm gene which is responsible for a cell cycle checkpoint .
This result suggests that 310-320 nm-light induces DNA damage that is subject to nucleotide excision repair ( NER ) and that 330-360 nm-light causes damage to be recognized by the cell cycle checkpoint but it is not repairable by NER .
"	11
266	"In the course of a medicinal chemistry program aimed at discovering novel tumour-active rebeccamycin derivatives targeting DNA and/or topoisomerase I , a series of analogues with the sugar residue linked to the two indole nitrogens was recently developed .
Two promising drug candidates in this staurosporine-rebeccamycin hybrid series were selected for a DNA-binding study reported here .
The DNA interaction of the cationic indolocarbazole glycosides MP059 bearing a N,N-diethylaminoethyl side chain and MP072 containing a sugar bearing an amino group was compared with that of the uncharged analogue MP024 .
The results show that the addition of a cationic substituent , either directly on the indolocarbazole chromophore or on the carbohydrate residue , significantly reinforces the interaction of the drugs with nucleic acids .
The two cationic molecules MP059 and MP072 recognise preferentially sequences containing GpT.ApC and TpG.CpA steps but they do not inhibit topoisomerase I , in contrast to the parent uncharged derivative MP024 which stimulates DNA single strand breaks by topoisomerase I. The cytotoxic activity of the indolocarbazole derivatives bearing positively charged groups is one order of magnitude higher than that of the neutral compound MP024 .
The high cytotoxic potential can be attributed to the enhanced DNA binding and sequence recognition capacity of the cationic compounds .
The study provides useful information for further structure-activity relationship studies in the indolocarbazole series .
"	5
267	"Acetyl-11-keto-beta-boswellic acid ( AKBA ) is a naturally occurring pentacyclic triterpene isolated from the gum resin exudate from the stem of the tree Boswellia serrata ( frankincense ) .
AKBA has been recently identified as a novel , orally active , non-redox and non-competitive 5-lipoxygenase inhibitor that also inhibits topisomerase I and II in vitro .
Because natural pentacyclic triterpenes have an antiproliferative effect against different tumor types , we investigated the effects of AKBA on the proliferation of 11 primary cell cultures established from human surgical specimens of meningiomas , common central nervous system tumors .
Treatment of meningioma cells by AKBA revealed a potent cytotoxic activity with half-maximal inhibitory concentrations in the range of 2-8 microM .
At similar , physiologically achievable concentrations , AKBA rapidly ( within minutes ) and potently inhibited the phosphorylation of extracellular signal-regulated kinase 1 and 2 ( Erk-1 and Erk-2 ) in meningioma cells stimulated with platelet-derived growth factor BB .
High expression level of 5-LO was detected in primary meningioma cells and surgical specimens by immunoblotting analysis , suggesting the possible role of 5-LO in meningioma tumorigenesis .
Considering the critical importance of the Erk-1/2 signal transduction pathway not only in meningiomas but in other human neoplasms , the interruption of signaling through this evolutionarily conserved pathway might be one of the mechanisms by which AKBA induces suppression of proliferation and apoptosis of different tumor types .
"	1
268	"Recent epidemiological and experimental investigations suggest a close relationship between cyclooxygenase ( COX ) and pathogenesis of colorectal cancer .
There are two isoforms , COX-1 and COX-2 , which differ in physiological functions and distribution .
This study is to investigate the possible roles of both isoforms in the proliferation of colon carcinoma cells .
A human colon carcinoma cell line , COLO 320DM , was transfected with an eukaryotic expression vector ( pEF-BOS ) carrying cDNA of either COX-1 or COX-2 .
Both COX-1 and COX-2-expressing cells exhibited a similar enzyme activity , 8-10 nmol/10 min/mg of protein .
Growth rates of both COX-expressing cells were increased by about 2 fold as compared with mock-transfected cells .
The stimulated growth of the COX-expressing cells was confirmed by the increased DNA synthesis as assessed by [ 3H]thymidine incorporation .
Furthermore , expression of epidermal growth factor receptor ( EGFR ) was markedly increased in the COX-expressing cells as examined by reverse transcriptase-polymerase chain reaction ( RT-PCR ) .
A COX inhibitor , indomethacin , suppressed the stimulated growth , increased DNA synthesis and induction of epidermal growth factor receptor in the COX-1 and COX-2-transfected cells .
These results suggest that not only COX-2 but COX-1 is involved in the proliferation of human colon carcinoma cells through the induction of EGFR .
"	35
269	"Neutrophils have become recognised as important contributors to the effectiveness of tumour eradication by photodynamic therapy ( PDT ) .
In this study , we have used the mouse SCCVII squamous cell carcinoma model to investigate the activity of neutrophils in tumours treated by PDT .
Tumour levels of neutrophilic myeloperoxidase ( MPO ) demonstrated not only a massive and sustained sequestration of these cells in PDT-treated tumours but also revealed their activated state evidenced by the presence of released MPO .
Among the adhesion molecules expressed on tumour vascular endothelium , ICAM-1 appears to be of primary importance in the invasion of neutrophils into PDT-treated tumours , because its functional blocking with monoclonal antibodies reduced the tumour cure rate .
A marked upregulation of its ligands CD11b/CD18 and CD11c/CD18 found on neutrophils associated with PDT-treated tumours supports this assumption .
To evaluate the role of inflammatory cytokines regulating neutrophil activity , neutralising antibodies were given to mice before PDT treatment .
The results suggest that IL-1beta activity is critical for the therapeutic outcome , since its neutralisation diminished the cure rates of PDT-treated tumours .
No significant effect was observed with anti-IL-6 and anti-TNF-alpha treatment .
Further flow cytometry-based examination of neutrophils round in PDT-treated tumours revealed that these cells express MHC class II molecules , which suggests their engagement as antigen-presenting cells and involvement in the development of antitumour immune response .
"	2
270	"Common use of antimutagens and anticarcinogens in everyday life is an effective measure for preventing human cancer and genetic diseases .
Antioxidant properties of tea have vast potential as protective agents against diverse toxic effects .
The present study was aimed to evaluate the role of aqueous clonal tea extracts ( green tea , oolong tea and black tea ) in modulating the genotoxic damage induced by cyclophosphamide ( CP ) , a commonly used chemotherapeutic drug and a well-known mutagen and clastogen .
All the three tea extracts at 1 and 2% concentration did not increase the frequency of micronucleated polychromatic erythrocytes ( MPE ) in bone marrow cells of mice when administered individually .
The tea extracts decreased the micronuclei ( MN ) induced by CP .
Therefore , regular intake of tea may improve the antioxidant status in in vivo and thereby reduce the risk of cancer and coronary heart disease .
"	0
271	"To investigate whether the Bcl-2 gene family is involved in modulating mechanism of apoptosis and change of cell cycle protein induced by curcumin in acute myeloid leukemia HL-60 cell line and primary acute myelogenous leukemic cells , the Bcl-2 family member Mcl-1 , Bax and Bak and cell cycle proteins including P27kipl , P21wafl , cyclin D3 and pRbp- were selected and their expression detected by SABC immuno-histochemical stain method .
The attitude of sub-G1 peak in DNA histogram was determined by FCM .
The TUNEL positive cell percentage was identified by terminal deoxynucleotidyl transferase ( TdT)-mediated Biotin dUNP end labeling technique .
It was found that when HL-60 cells were treated with 25 mumol/L curcumin for 24 h , the expression level of Mcl-1 was down-regulated , but that of Bax and Bak up-regulated time-dependently .
There was significant difference in the expression level of Mcl-1 , Bax and Bak between the curcumin-treated groups and control group ( P < 0.05-0.01 ) .
At the same time , curcumin had no effect on progress of cell cycle in primaty acute myelogenous leukemia at newly diagnosis , but could increase the peak of Sub-G1 ( P < 0.05 ) , and down-regulate the expression of Mcl-1 and up-regulate the expression of Bax and Bak with the difference being statistically significant .
The expression of P27kipl , P21wafl and pRbp- were elevated and that of cyclin D3 decreased in the presence of curcumin .
These findings suggested that the Bcl-2 gene family indeed participated in the regulatory process of apoptosis induced by curcumin in HL-60 cells and AML cells .
Curcumin can induce apoptosis of primary acute myelogenous leukemic cells and disturb cell cycle progression of HL-60 cells .
The mechanism appeared to be mediated by perturbing G0/G1 phases checkpoints which associated with up-regulation of P27kipl , P21wafl and pRbp- expression , and down-regulation of cyclin D3 .
"	9
